date,time,symbol,sector,direction,trigger,variant,price,sl,tp,atr,qty,risk,phase
2026-04-21,09:42:01,HDFCLIFE,Insurance,SHORT,PDL_BASE,Baseline,605.22,606.52,603.28,1.3,206,267.08,ACTIVE_AM
2026-04-21,09:57:01,NTPC,Power,LONG,PDL_BASE,Baseline,400.93,400.09,402.2,0.84,311,262.6,ACTIVE_AM
2026-04-21,10:09:03,ADANIPORTS,Ports,LONG,PDL_BASE,Baseline,1600.88,1597.08,1606.57,3.79,78,295.98,ACTIVE_AM
