date,time,symbol,sector,direction,trigger,variant,price,sl,tp,atr,qty,risk,vwap,rsi,vol_ratio,phase
2026-03-24,10:45:01,NESTLEIND,FMCG,SHORT,PDL_BASE,Baseline,1164.54,1167.11,1159.41,2.57,42,107.9,1174.28,30.0,0.9,ACTIVE_AM
2026-03-24,11:21:01,TCS,IT,LONG,PDL_BASE,Baseline,2407.3,2402.34,2417.22,4.96,20,99.22,2391.6,82.5,2.2,ACTIVE_AM
