date,time,symbol,sector,direction,trigger,variant,price,sl,tp,atr,qty,risk,phase
2026-04-08,09:36:02,TCS,IT,LONG,PDL_BASE,Baseline,2544.71,2536.57,2556.93,8.14,27,219.89,ACTIVE_AM
