date,time,symbol,sector,direction,trigger,variant,price,sl,tp,atr,qty,risk,phase
2026-04-07,09:51:01,TCS,IT,LONG,PDL_BASE,Baseline,2482.69,2475.8,2493.03,6.89,30,206.78,ACTIVE_AM
2026-04-07,10:30:01,TRENT,Retail,LONG,PDL_BASE,Baseline,3871.28,3853.44,3898.06,17.85,12,214.19,ACTIVE_AM
2026-04-07,13:33:01,MARUTI,Auto,LONG,PDL_BASE,Baseline,12722.05,12701.51,12752.87,20.54,5,102.72,ACTIVE_AM
