date,time,symbol,sector,direction,trigger,variant,price,sl,tp,atr,qty,risk,vwap,rsi,vol_ratio,phase
2026-03-23,09:30:02,NESTLEIND,FMCG,SHORT,PDL_BASE,Baseline,1177.16,1181.6,1168.26,4.45,33,146.77,1178.13,30.8,0.1,ACTIVE_AM
2026-03-23,09:51:01,APOLLOHOSP,Healthcare,SHORT,PDL_BASE,Baseline,7200.5,7220.46,7160.6,19.95,6,119.72,7236.85,18.8,0.2,ACTIVE_AM
